Id2,totalGroup1,totalGroup2,percent_bachelorPlus,meanvalence,households_meanIncome
6037576403,2097,271,5.4,5.771264727,43400
6037576501,1227,816,27.7,5.864171963,53306
6037576502,1448,1062,22.8,5.848865306,48357
6037576503,1341,1111,24.4,5.822883727,47485
6037576601,1016,2182,38.9,5.895085216,69493
6037576602,892,2193,55.5,5.871581356,76046
6037576700,770,2269,52.7,6.139634494,90641
6037576801,1481,1281,36,5.860272168,51617
6037576802,868,1847,48.9,5.813007546,60740
6037576901,3228,373,9.6,5.981709904,39708
6037576903,1797,709,15.6,5.811137635,49618
6037576904,969,941,21.9,5.809296545,58501
6037577000,2263,3022,40.6,5.828178267,74702
6037577100,1412,3660,50.4,5.841712224,79285
6037577200,1063,3157,58.2,6.01998039,94993
6037577300,824,3897,61,5.956182011,85574
6037577400,447,1969,65.4,6.020259569,110751
6037577501,256,2415,63.6,6.061899058,166268
6037577504,166,955,52.5,6.223166185,183296
6037577602,265,2365,60.3,5.926264043,113090
6037577603,740,5106,63.3,5.930571546,122065
6037577604,181,868,60.1,5.945446616,115339
6037599000,1705,959,20.3,6.09856795,89764
6037599100,85,320,20.6,5.854490407,101908
6037601001,431,154,22.5,5.736425603,33703
6037601002,1808,41,11.4,5.795961216,45024
6037601100,2708,144,10.3,5.836025983,36425
6037601202,2506,83,11.1,5.75310163,63268
6037601211,1084,93,12.9,5.841936969,42077
6037601212,3422,94,9.4,5.970800415,50666
6037601301,252,214,41.9,5.863642055,85483
6037601302,1210,428,26.4,5.783510916,60168
6037601303,1107,196,17.9,5.652179123,39665
6037601401,2243,331,17.6,5.765351148,50845
6037601402,3778,165,10,5.725138689,57587
6037601501,2443,125,4,5.80841073,38770
6037601502,2790,123,6.8,5.669338819,50425
6037601600,2856,60,11.4,5.853511715,46712
6037601700,3649,117,4.5,5.714771608,44354
6037601801,2547,19,2.2,5.441010637,42693
6037601802,2901,64,5.8,5.772099689,56298
6037601900,2865,40,8.6,5.818600781,44345
6037602002,1849,125,8.6,5.641252761,51525
6037602003,3069,21,5.6,5.672582038,45364
6037602004,2424,169,9.8,5.790073483,51099
6037602103,3358,598,14.4,5.808414342,42348
6037602104,2581,191,15.9,5.682399104,52857
6037602105,2331,248,12.4,5.748721011,47538
6037602106,2750,386,14.9,5.754735464,53288
6037602200,3169,1737,27.8,5.859778067,75808
6037602301,2382,1618,29.6,5.680336191,95924
6037602302,537,1971,57.7,5.836248422,144552
6037602402,3130,1095,15.9,5.7681452,63862
6037602403,2482,249,16,5.51134219,55203
6037602404,2732,353,21.1,5.815326987,62211
6037602504,1404,148,24.7,5.741261459,47810
6037602505,1513,133,18.3,5.676681244,41031
6037602506,1483,79,10.4,5.87904053,45032
6037602507,894,193,20.3,6.065077007,50741
6037602508,2557,436,20.1,5.643601231,52834
6037602509,1889,126,12.5,5.799871349,59493
6037602600,1290,248,19.8,5.828621528,67765
6037602700,608,89,27.9,5.747841806,88810
6037602801,1881,90,5.7,5.788870637,43635
6037602802,1184,20,25.9,5.70174619,59096
6037602900,2284,295,11.3,5.747630211,46697
6037603001,2217,228,20.1,5.78854711,64323
6037603004,283,83,32.1,5.936017253,54428
6037603005,1700,268,19.5,5.74832123,53340
6037603006,348,171,29.8,5.724399497,56651
6037603101,944,410,28,5.783862462,62167
6037603102,1134,191,26,5.788346044,54801
6037603200,836,182,31.3,5.795815795,73676
6037603301,619,361,34.9,5.923852212,56157
6037603302,1667,455,21.4,5.741466507,54512
6037603400,1364,604,23.7,5.718210654,65488
6037603500,1104,400,18.3,5.868178036,79041
6037603600,1278,1034,21,5.720804363,107706
6037603702,1336,1505,33.1,5.764499224,88886
6037603703,1086,664,22.7,5.769124856,90734
6037603704,2589,122,10.2,5.619705706,48445
6037603801,2149,357,15.6,5.810014892,61344
6037603802,2188,366,16.6,5.86884462,63723
6037603900,3534,1006,14.3,5.651615008,61235
6037604001,2466,679,12.7,5.799692095,60650
6037604002,2084,629,26.4,5.809894367,65004
6037604100,3781,1193,11.4,5.834788524,54456
6037609900,1201,526,16.7,5.884720186,68024
6037620101,865,2884,47.5,5.847522821,119201
6037620102,459,2174,49.7,5.832097065,106410
6037620201,138,986,75.9,6.066053164,177370
6037620301,482,3051,71,5.824719805,271459
6037620303,182,2712,76.5,5.856688083,223276
6037620305,403,3986,79.4,6.191729234,209509
6037620400,436,3016,64.2,5.992660031,143619
6037620501,819,2969,51.9,5.822232216,140641
6037620521,703,1653,51.1,5.922564816,104618
6037620522,553,2227,51.1,5.92657799,115998
6037620601,1017,2497,52.6,5.879844953,124202
6037620602,915,2743,50.2,5.821985707,134262
6037620701,878,3479,59.2,5.90822342,113807
6037620702,672,3251,55.1,5.884243917,151011
6037620800,695,4335,72.5,5.917146374,195075
6037620901,156,1671,74.1,6.025600338,299730
6037620904,49,1978,78.8,6.055023472,260731
6037621001,347,3043,67.3,6.033880129,166949
6037621002,28,725,74,5.986472736,183337
6037621004,184,3451,73.3,6.037181433,161074
6037621102,255,1926,62.7,5.971618427,190494
6037621104,510,4487,74.8,5.997242899,155177
6037621201,991,3428,60.4,5.772953511,128722
6037621204,653,1801,49.3,5.974625831,95624
6037621301,702,4122,63.1,5.839249026,135017
6037621324,362,2428,66.7,5.936739389,128376
6037621326,324,2105,59.2,6.11936874,129334
6037621400,397,2684,67.8,5.78541754,126446
6037650101,541,1163,35.6,5.861110115,98442
6037650102,404,778,35,5.652667606,120782
6037650200,1368,2217,30.8,5.738202537,104044
6037650300,1470,1870,32.2,5.817154922,76611
6037650401,501,1866,42,5.824559967,112349
6037650501,342,1366,45.8,5.809876481,109275
6037650502,376,1993,50.9,5.820932583,110531
6037650602,710,2259,51.6,5.830217002,77961
6037650603,399,1560,54.1,5.852960354,97323
6037650604,1071,1674,37.1,5.793450716,60689
6037650605,124,967,51.3,6.014935985,80925
6037650701,207,1150,48.9,5.867877419,109316
6037650702,405,2213,53.5,5.760434857,128878
6037650800,296,1298,66.8,5.858134344,98261
6037650901,1588,2408,36,5.817530287,79022
6037650902,1437,1674,37.4,5.874128674,88558
6037651001,1453,1968,32.8,5.834394996,100118
6037651002,814,1530,49.8,5.864428167,105568
6037651101,542,1995,45.5,5.896304017,107509
6037651102,604,1508,47.9,5.961036311,77160
6037651201,295,2848,54.1,5.766049684,142171
6037651221,258,1164,46.8,5.779250012,85348
6037651222,803,1990,51.4,5.725635422,103449
6037651302,423,3702,55.7,5.874527946,136227
6037651304,302,3208,61.8,6.060053869,112857
6037651401,163,1321,52.4,5.806973556,82708
6037651402,354,2452,55.8,5.849294336,117320
6037670100,1312,2477,34.6,5.855805029,72919
6037670201,311,2001,63.1,5.874569008,189400
6037670202,277,1359,64.1,5.84645977,187149
6037670324,209,3380,72.8,5.924433887,226285
6037670326,195,1775,77.7,6.041283398,247095
6037670328,206,2850,75.7,5.720584688,268175
6037670403,121,1284,71.1,5.785661911,151520
6037670405,141,1278,75.1,5.775339365,137554
6037670406,62,724,66.3,6.043285865,169378
6037670407,369,2183,65.6,5.884269928,118390
6037670411,151,2340,69.6,5.731826645,133550
6037670413,380,1892,71.8,5.841813818,151750
6037670416,136,1847,67.2,5.824123828,137822
6037670500,69,1146,70.3,5.738121206,337060
6037670602,353,4184,69.1,6.112912806,161588
6037670701,1399,3102,50.2,5.747527884,119454
6037670702,523,3335,55,5.848983272,202940
6037701000,270,3759,77.3,5.915539004,198889
6037701100,150,314,9.7,5.859340734,96585
6037701201,189,2752,76.7,6.097963186,290780
6037701202,275,2253,79.3,5.950033753,122832
6037701302,432,3455,78.2,5.961041321,92374
6037701304,382,4576,69.2,6.026859275,184449
6037701402,360,4453,65.8,5.956958448,99588
6037701501,247,3400,72.4,5.925748853,106424
6037701502,538,2539,60.4,5.928714837,90431
6037701601,284,2838,76.8,5.941365939,163812
6037701602,520,2564,73.4,5.867056954,109074
6037701701,759,1894,55.5,5.853707671,89661
6037701702,852,1582,50.9,5.947506526,68812
6037701801,1984,1704,38.5,5.808579482,70951
6037701802,1082,1732,46.6,5.885404213,77159
6037701902,411,2770,65.3,5.94781506,98495
6037702002,898,3649,64.9,5.866457286,89411
6037702102,731,4223,76.2,5.948005495,114852
6037702201,843,2997,58.3,5.803676358,113541
6037702202,510,2325,61.4,5.826955325,130728
6037702300,868,3873,63.1,5.911727035,125204
6037702400,997,1840,49.5,5.879290006,103576
6037702501,539,2382,55.3,5.92623603,121587
6037702502,317,2278,73.4,5.69408435,102698
6037702600,940,2508,50.4,5.81389329,122436
6037702700,594,1624,58.6,5.872548747,140160
6037702801,1428,2316,42.8,5.880038217,96026
6037702802,902,715,39.9,6.169205286,100979
6037702803,972,1162,37.1,6.009337294,80034
6037702901,869,5929,63,5.977351251,114664
6037703001,423,2135,63.3,5.84411243,101163
6037703002,223,882,54.2,5.856113772,134157
6037703100,303,392,53.4,5.869257295,106808
6037703200,421,471,49.6,5.887786943,118018
6037901004,2693,4061,27.1,5.809940713,88580
6037901007,591,1086,19.8,5.786906452,113306
6037901008,660,940,19.1,5.819177828,75578
6037901009,980,2585,23.1,5.763734637,84234
6037901010,1586,2038,16.4,5.825501553,57496
6037901011,798,2216,27.6,5.772702118,76498
6037901101,1063,2356,17.2,5.860515108,62666
6037901102,1446,2425,22.5,5.771777581,75542
6037901205,1744,5087,21.3,5.848502584,86944
6037901209,196,785,17.7,5.834668523,59433
6037901210,151,1062,23.5,6.941388889,74289
6037901213,426,2374,27.7,5.760970092,121615
6037910101,779,168,6.6,5.824322467,53239
6037910201,1213,1085,14,5.845171379,67863
6037910202,901,2688,28.2,5.840476809,108596
6037910205,317,550,29.7,5.837057549,80358
6037910206,1045,797,30.9,5.999078777,112546
6037910207,1664,1565,23.9,5.685500628,95391
6037910208,2449,1487,15.5,5.834473981,75419
6037910209,640,1732,29.9,5.793886916,103253
6037910210,1615,2517,30.5,5.766780339,101393
6037910301,783,2139,24.2,5.877056976,107990
6037910302,929,3263,31.9,5.781782185,101324
6037910401,1815,2082,31,5.879691317,81782
6037910402,1626,332,8.4,5.766334615,37214
6037910403,1241,92,4.7,5.865310933,23431
6037910404,1767,603,9.2,5.66671841,59766
6037910501,1811,400,8.1,5.687418724,24337
6037910502,1721,637,9,5.648822887,38515
6037910504,2544,478,7.7,5.74258615,42059
6037910505,1300,672,3.6,5.745687932,65244
6037910601,3262,1119,4.7,5.871237146,42050
6037910602,1525,592,12.1,5.73855837,34253
6037910603,3537,896,7.6,5.719621273,55615
6037910605,2129,691,5.2,5.689997132,52805
6037910606,1466,373,11.2,5.769852594,57277
6037910705,5670,1513,9.1,5.714941596,71369
6037910706,3295,307,7.1,5.849671596,64841
6037910707,1904,776,13.2,5.816656886,57182
6037910709,488,673,12.7,5.720512123,74536
6037910711,4379,1074,7.1,5.825214192,56108
6037910712,1015,401,13.1,5.822633458,60985
6037910713,2947,600,8.8,5.737290339,57594
6037910714,2268,296,6.4,5.844083901,56510
6037910715,3018,716,10.5,5.772594197,58815
6037910716,2079,1301,16.2,5.803735235,71701
6037910804,449,1901,20.4,5.886352522,105185
6037910805,844,2645,32.3,5.883257405,96859
6037910807,1333,2560,33.3,5.751190359,111625
6037910808,605,1986,26.2,5.833943926,96231
6037910809,287,1342,47.9,5.834705624,186275
6037910810,503,1391,31.8,5.719845485,129529
6037910812,58,357,13.9,5.94734414,76774
6037910813,564,2383,27.3,5.875331977,107685
6037911001,957,2295,20.5,5.850431941,76517
6037920041,745,948,22.3,5.11,78790
6037920102,1557,2296,30.4,5.952001502,82058
6037920104,458,1780,26,5.856633535,123236
6037920106,1532,787,16.4,5.68313367,91394
6037920107,445,1332,65.7,5.9541262,162420
6037920108,430,1540,50.9,5.959392097,118744
6037920109,668,2575,54.7,5.848964058,116016
6037920110,373,1889,52.4,6.06438747,150063
6037920111,515,1469,31.5,5.893404222,113964
6037920112,423,2557,33.8,5.86743682,107793
6037920114,1011,2444,47.7,5.923281281,106944
6037920115,721,1898,47.9,5.894058038,138687
6037920116,719,2101,37.2,5.867568296,111330
6037920118,1278,2607,31.4,5.849706619,121140
6037920119,316,896,46.3,6.010719238,146560
6037920303,267,524,56.1,6.034814396,215502
6037920312,1119,2532,34.2,5.824135291,107612
6037920313,1277,2666,36.6,5.813447118,115288
6037920314,549,1553,41.2,5.885457756,133086
6037920322,361,1718,39.1,5.842059488,109709
6037920326,739,2833,41.1,5.888072128,130854
6037920328,172,1233,53,5.941501235,144976
6037920329,870,2886,40.4,5.88426092,106298
6037920330,1161,2833,44,5.806937551,104280
6037920331,648,2324,31,5.896878958,95212
6037920332,531,1339,33.4,5.782799197,94949
6037920334,986,3457,45.6,5.823678491,90894
6037920336,3251,1059,16.2,5.856990481,57285
6037920337,3475,778,15.1,5.658329098,62705
6037920338,738,2728,59.8,5.877808993,177556
6037920339,808,3367,55.5,5.888278729,162243
6037930101,27,98,64.9,5.713390373,61578
6037930200,117,240,30.6,5.820675714,117289
6037930301,147,545,15.7,5.811784081,76920
